,eLower,eUpper,dead_asymmetry_thrown_beta,dead_asymmetry_type0_beta,dead_corrected_asymmetry_type0_beta,err_dead_asymmetry_thrown_beta,err_dead_asymmetry_type0_beta,err_dead_corrected_asymmetry_type0_beta,dead_correction_misbs,dead_correction_misbs_thrown,err_dead_correction_misbs,err_dead_correction_misbs_thrown,threshold,thickness,dead_precision_type0_corrected_asymmetry,dead_precision_type0_correction,n_KE,n_Type0,n_Type1,weighted_corrected_asymmetry_type0,dead_err_weight,err_dead_weighted_corrected_asymmetry_type0
375,125,625,-0.11703402630633716,-0.1176730679893278,-0.1190103512786235,0.000656655695005774,0.0006818983471616417,0.0007647724766382941,0.01132436071914382,,0.0016987534199313864,,50,dead_layer_630,-0.006426100489761865,0.15000876977184643,154569963.0,150602576.0,2035315.0,-0.11595568197959388,0.0001537143421421436,-8.650258658095503e-05
376,150,625,-0.11655094897182036,-0.11730145512694733,-0.11854986408013972,0.0006578028438064117,0.0007192549792452579,0.0007968096397483352,0.010593398542858023,,0.0018319879952149057,,50,dead_layer_630,-0.00672130369723319,0.17293675752905718,145596920.0,141590490.0,1976883.0,-0.11528769526539696,0.00015785479831683055,-8.964384450329559e-05
377,175,625,-0.11627088532812986,-0.11668250489463936,-0.11788021171667602,0.0007189085749296133,0.0007137285692620247,0.000795947582756803,0.010197335436901713,,0.002054762866833007,,50,dead_layer_630,-0.0067521729997385435,0.2014999780626332,136136560.0,132142934.0,1892313.0,-0.11442214374142218,0.00016271428927841898,-8.881299256472937e-05
378,190,625,-0.11589824078037501,-0.1168462705977628,-0.11804690644374712,0.0007873172426103593,0.0008087738568127952,0.0009030735016096508,0.010205860618301948,,0.0023430927397372686,,50,dead_layer_630,-0.0076501242498886865,0.2295830628467972,126328307.0,122386764.0,1788990.0,-0.11436374968486641,0.0001683458449121902,-0.00010093296039501017
379,200,625,-0.11589824078037501,-0.1168462705977628,-0.11804690644374712,0.0007873172426103593,0.0008087738568127952,0.0009030735016096508,0.010205860618301948,,0.0023430927397372686,,50,dead_layer_630,-0.0076501242498886865,0.2295830628467972,126328307.0,122386764.0,1788990.0,-0.11436374968486641,0.0001683458449121902,-0.00010093296039501017
380,225,625,-0.11597273697126673,-0.11662970862099505,-0.11757592147629181,0.0009084188568189305,0.0009266925617750363,0.0010060904906922684,0.008062496375845109,,0.0023889205299534927,,50,dead_layer_630,-0.008556943275967758,0.2963003539586815,116298039.0,112450863.0,1672786.0,-0.11368647271884996,0.00017486075917002146,-0.00011196158697213937
381,250,625,-0.11669256829456635,-0.11750032641934313,-0.11843456988762742,0.0009724989883904572,0.0009550921599529345,0.0010632871597047308,0.007914850185034778,,0.002790581680075559,,50,dead_layer_630,-0.008977844566105946,0.35257542655095714,106172895.0,102454333.0,1547569.0,-0.1142865593142087,0.00018236630137399092,-0.00011896142501211326
382,275,625,-0.11658451484122502,-0.11761353176851866,-0.11816347539854699,0.0011531842020237905,0.0011338880787403066,0.0012541926159832359,0.0046835734959984245,,0.0026927602158822654,,50,dead_layer_630,-0.010614046445003751,0.5749371112000099,96062723.0,92511787.0,1415195.0,-0.11379559027542993,0.00019104937115097106,-0.00014005404178353561
383,300,625,-0.11778769219206152,-0.11889162877001751,-0.1193442701234947,0.0011861743120812247,0.0011337769167515759,0.0013381114053163114,0.0038382156524801063,,0.0031981286307541873,,50,dead_layer_630,-0.01121219647940923,0.8332331792476748,86067253.0,82710447.0,1278854.0,-0.11468958964918971,0.00020109290586457174,-0.00015060327070023368
384,50,650,-0.11765531612563022,-0.11822673031828489,-0.12018968290497842,0.0006274931572221193,0.0005816626953011121,0.0007351770420355444,0.01651963447233376,,0.0023549867855992552,,50,dead_layer_630,-0.006116806569968014,0.1425568337812357,178893152.0,175326373.0,2087536.0,-0.11779333607890127,0.0001443551638380297,-8.451366522723798e-05
385,75,650,-0.1178722171526943,-0.11833243181501073,-0.120159033818581,0.0006369950818184077,0.0006101156893562272,0.0007788312996040986,0.015388733693105337,,0.0022959947610943156,,50,dead_layer_630,-0.006481670789563745,0.14919972019029723,172459408.0,168606903.0,2087536.0,-0.1174748469484669,0.00014639400174809797,-8.937942280862546e-05
386,100,650,-0.1176439944328048,-0.11808314355927964,-0.11963475866985672,0.0006630460998393301,0.0006310099238232856,0.0007458530640005413,0.013107929362017923,,0.001833190078081525,,50,dead_layer_630,-0.006234417758628096,0.13985352128868286,164960630.0,160921608.0,2087536.0,-0.11670552990641031,0.00014911034745945228,-8.491103887437778e-05
387,125,650,-0.11712466978959936,-0.1177726354165497,-0.11911069450423137,0.000631044728003548,0.0006569507012986454,0.0007349777488417109,0.011328595423993844,,0.001616111984075236,,50,dead_layer_630,-0.0061705437274198836,0.14265775443373396,156629817.0,152487270.0,2065403.0,-0.11596045363925979,0.00015248637362585897,-8.306497446703348e-05
388,150,650,-0.11667406013492784,-0.11742958930019123,-0.11868259936695219,0.0006349796828314855,0.0006939913906584013,0.0007670769348510772,0.010628502050292489,,0.0017363360262007642,,50,dead_layer_630,-0.0064632636877068085,0.16336601507763565,147656774.0,143475184.0,2006971.0,-0.11532154821269323,0.0001565238365484348,-8.625577392922905e-05
389,175,650,-0.11642483408273864,-0.11685751148794984,-0.11806279139968447,0.0006941764802442958,0.000695539524157762,0.000772574409687444,0.010255606485497903,,0.00193891271242582,,50,dead_layer_630,-0.0065437586264753414,0.1890588055584591,138196414.0,134027628.0,1922401.0,-0.11450134940808601,0.00016125569729444304,-8.62130978513056e-05
390,190,650,-0.11609567651185491,-0.1170415852255714,-0.11825087812466097,0.0007618875681657356,0.0007822386481048722,0.0008701868180429587,0.010273078153057025,,0.002199401041550962,,50,dead_layer_630,-0.007358819078921352,0.2140936736567581,128388161.0,124271458.0,1819078.0,-0.11445922209550087,0.00016672976882208006,-9.726947886692607e-05
391,200,650,-0.11609567651185491,-0.1170415852255714,-0.11825087812466097,0.0007618875681657356,0.0007822386481048722,0.0008701868180429587,0.010273078153057025,,0.002199401041550962,,50,dead_layer_630,-0.007358819078921352,0.2140936736567581,128388161.0,124271458.0,1819078.0,-0.11445922209550087,0.00016672976882208006,-9.726947886692607e-05
392,225,650,-0.11620036895101653,-0.11687126057999868,-0.11784145321213886,0.0008725489841277577,0.0008939248885167477,0.0009713222208421614,0.008257318954025684,,0.0022355042561505558,,50,dead_layer_630,-0.008242619166394542,0.27073003581394683,118357893.0,114335557.0,1702874.0,-0.1138366681696449,0.00017304926487144326,-0.00010816901801738835
393,250,650,-0.11691874472581719,-0.11773575520703898,-0.1186992686994716,0.0009226936518417345,0.0009105663539993236,0.0010142971205592374,0.00815459903271383,,0.002593926151425988,,50,dead_layer_630,-0.00854509999659124,0.3180936476483916,108232749.0,104339027.0,1577657.0,-0.11442900892884483,0.00018031133645431835,-0.00011352451473473664
394,275,650,-0.11686380261026236,-0.11788962161467746,-0.11850045629333086,0.0010863098175277037,0.0010703162197452896,0.0011907977588503965,0.0051859302899612,,0.0025148471190385643,,50,dead_layer_630,-0.010048887541012902,0.48493654531121355,98122577.0,94396481.0,1445283.0,-0.11400053293529722,0.00018868738528946637,-0.00013310196328604191
395,300,650,-0.1180357774355352,-0.11913293992410812,-0.11966735543640665,0.001098461101438045,0.001052382253816477,0.0012491730514751483,0.0045103831671063025,,0.0029697385658346742,,50,dead_layer_630,-0.010438711935428212,0.6584226784749976,88127107.0,84595141.0,1308942.0,-0.11487131656596802,0.00019834021470907368,-0.00014065386643364501
396,50,675,-0.11766520289027883,-0.1181858376122815,-0.12013520494923448,0.0006044477231825506,0.0005629186477068079,0.0007117954970153173,0.016404092041288166,,0.002273776529962141,,50,dead_layer_630,-0.0059249534498742535,0.13861032504811452,180373104.0,176659355.0,2108839.0,-0.11766170980305674,0.00014359472546594942,-8.167864900504716e-05
397,75,675,-0.11787633149668666,-0.11828594887442061,-0.12010188624888589,0.0006124234649945785,0.0005897086265291451,0.0007525338045896054,0.015298122484905797,,0.0022111749991761357,,50,dead_layer_630,-0.006265795051962277,0.14453897864642123,173939360.0,169939885.0,2108839.0,-0.11734032330243568,0.00014559918603313958,-8.620236984306453e-05
398,100,675,-0.11765546680212441,-0.11803977328388528,-0.11958777300227279,0.0006360823767695333,0.0006079097120388228,0.0007181342207217901,0.013076720712347509,,0.001759551823211138,,50,dead_layer_630,-0.006005080642384249,0.13455604519791464,166440582.0,162254590.0,2108839.0,-0.116580132347151,0.00014826897252629475,-8.15997530084927e-05
399,125,675,-0.11715404268706088,-0.11773405574436732,-0.11907467579838124,0.0006044852594496223,0.0006304712508488375,0.0007048134431529833,0.011349741652092703,,0.0015466653556817525,,50,dead_layer_630,-0.005919087651738665,0.13627317723100538,158109769.0,153820252.0,2086706.0,-0.11584418062191529,0.0001515852121190842,-7.949924267951515e-05
400,150,675,-0.11672261760897698,-0.11739736926660582,-0.11865606502524303,0.0006077387720905806,0.0006631878965555647,0.000732531205930104,0.010675982920379693,,0.001656884492638323,,50,dead_layer_630,-0.00617356732480775,0.15519737198862021,149136726.0,144808166.0,2028274.0,-0.11521217893091061,0.00015554793559297367,-8.220651626752221e-05
401,175,675,-0.11648951613814756,-0.11684101610872508,-0.11805450240932988,0.0006629819909094089,0.0006614268421869688,0.0007344598705910548,0.010323796687255266,,0.0018436084588505136,,50,dead_layer_630,-0.006221362638457152,0.1785785321718365,139676366.0,135360610.0,1943704.0,-0.11440682426813253,0.00016018738358843218,-8.179471132057163e-05
402,190,675,-0.11618377556276967,-0.11701531525679038,-0.11823396658253668,0.0007263953924350384,0.0007409417966472396,0.0008238461041178159,0.010351316818139542,,0.0020821762210857502,,50,dead_layer_630,-0.006967930857184818,0.2011508542987464,129868113.0,125604440.0,1840381.0,-0.11435225182318799,0.00016554770379453314,-9.189442097105772e-05
403,200,675,-0.11618377556276967,-0.11701531525679038,-0.11823396658253668,0.0007263953924350384,0.0007409417966472396,0.0008238461041178159,0.010351316818139542,,0.0020821762210857502,,50,dead_layer_630,-0.006967930857184818,0.2011508542987464,129868113.0,125604440.0,1840381.0,-0.11435225182318799,0.00016554770379453314,-9.189442097105772e-05
404,225,675,-0.11629884431338565,-0.11684770063385533,-0.11783906983989026,0.0008271255220758993,0.0008423019040643004,0.0009148400165977416,0.008437502873928008,,0.0021122655958280023,,50,dead_layer_630,-0.007763469432003738,0.25034250386508666,119837845.0,115668539.0,1724177.0,-0.11373930368573526,0.00017172646183386054,-0.00010166866485784989
405,250,675,-0.11700021254768722,-0.11766702732312401,-0.11865598804130235,0.0008669073567425304,0.0008556079725954213,0.0009509037021678648,0.008372464516423083,,0.002437341387788654,,50,dead_layer_630,-0.008013954608315844,0.2911139704453408,109712701.0,105672009.0,1598960.0,-0.11428591696237972,0.00017881378768715966,-0.00010615733868751854
406,275,675,-0.1169643532293168,-0.11779904499492556,-0.11845893699863208,0.0010140457818250649,0.0009997664792315948,0.001108589161292994,0.005606654699425458,,0.002373711982771786,,50,dead_layer_630,-0.009358425707515808,0.42337402783428635,99602529.0,95729463.0,1466586.0,-0.11385263547303986,0.00018697040162742357,-0.00012359213181564594
407,300,675,-0.11808645966973337,-0.11894980230281195,-0.11954831516443419,0.0010137754574677366,0.0009873646797702138,0.0011588619493293172,0.005059338885157637,,0.0027887927549976373,,50,dead_layer_630,-0.009693670276618674,0.5512168325349776,89607059.0,85928123.0,1330245.0,-0.11464010139973757,0.00019634536974986937,-0.0001300459226910408
408,50,740,-0.1175897531547682,-0.11814205157357344,-0.12005186825878915,0.0005730228661684118,0.0005295688761575308,0.0006712472516633107,0.016067126525180407,,0.00213710436739423,,50,dead_layer_630,-0.005591310334432616,0.13301098762401348,181900385.0,177989018.0,2129598.0,-0.11747041734104768,0.00014275748213310428,-7.679420956545432e-05
409,75,740,-0.11778751865064041,-0.11823556555935232,-0.120014627976068,0.0005808200436637325,0.0005531981791497792,0.0007068422626526889,0.014984252959667335,,0.0020712439759255122,,50,dead_layer_630,-0.005889634243532711,0.13822804390052795,175466641.0,171269548.0,2129598.0,-0.11714392530514858,0.00014472396436885214,-8.07177440163447e-05
410,100,740,-0.11756906587191189,-0.11799497536493218,-0.1195137215117531,0.0006005887874578919,0.0005679459865808805,0.0006731193507545214,0.012826322343024762,,0.0016528418394453708,,50,dead_layer_630,-0.005632151206071565,0.128863270019424,167967863.0,163584253.0,2129598.0,-0.11639466328597728,0.0001473425426276691,-7.624292860902687e-05
411,125,740,-0.11708217755904904,-0.1176975462531464,-0.11901464690504736,0.000570855148521678,0.0005864230965079558,0.0006588796873723976,0.011147177202828469,,0.0014554910644266753,,50,dead_layer_630,-0.005536122691672287,0.1305703711301334,159637050.0,155149915.0,2107465.0,-0.11566934086462453,0.00015059321856161884,-7.407910358464861e-05
412,150,740,-0.11666364599155303,-0.11737175574607958,-0.1186077898472988,0.0005728703344931761,0.0006138615473389222,0.0006817223377210675,0.010479379666567746,,0.001549647153980886,,50,dead_layer_630,-0.00574770290044818,0.14787584793064695,150664007.0,146137829.0,2049033.0,-0.11504462980844847,0.000154474165035058,-7.625538110956672e-05
413,175,740,-0.11643519596078163,-0.11683941239742424,-0.11802934998630976,0.0006209217730313151,0.0006111250184043035,0.0006821828182708029,0.010117050881160623,,0.0017113489982480204,,50,dead_layer_630,-0.0057797727289858785,0.16915492650479735,141203647.0,136690273.0,1964463.0,-0.11425670947182566,0.00015901270697259734,-7.572876958807257e-05
414,190,740,-0.1161394309336521,-0.11700420283236736,-0.11819547090295093,0.0006757751753818028,0.0006797154185011208,0.0007599862908506919,0.010112174714674045,,0.00191784505905437,,50,dead_layer_630,-0.006429910427572209,0.18965703354307498,131395394.0,126934103.0,1861140.0,-0.11418235922127283,0.00016424907338563808,-8.448244029569737e-05
415,200,740,-0.1161394309336521,-0.11700420283236736,-0.11819547090295093,0.0006757751753818028,0.0006797154185011208,0.0007599862908506919,0.010112174714674045,,0.00191784505905437,,50,dead_layer_630,-0.006429910427572209,0.18965703354307498,131395394.0,126934103.0,1861140.0,-0.11418235922127283,0.00016424907338563808,-8.448244029569737e-05
416,225,740,-0.11624025374587184,-0.11684488234059584,-0.1178178826944083,0.0007630123671682743,0.0007661266853188209,0.0008376527809734471,0.008275225517889949,,0.001936922297210089,,50,dead_layer_630,-0.007109725296508003,0.23406278089010601,121365126.0,116998202.0,1744936.0,-0.11357859455188705,0.00017027484698269382,-9.277583132773662e-05
417,250,740,-0.11688210965988574,-0.11761014130898721,-0.11857775956279445,0.0008021541683598411,0.0007781615546008449,0.0008709509104329492,0.008187585478683073,,0.002212333368827944,,50,dead_layer_630,-0.0073449769471460235,0.27020583474675186,111239982.0,107001672.0,1619719.0,-0.11405987583882381,0.00017717274513911154,-9.684938253455661e-05
418,275,740,-0.11682757623654991,-0.11772190979888883,-0.11838071445729101,0.0009268368144340674,0.000899362342029345,0.0010033867892067095,0.005594706034190658,,0.002158456385967925,,50,dead_layer_630,-0.00847593118361106,0.38580335995797715,101129810.0,97059126.0,1487345.0,-0.1136156458761292,0.00018509231255328228,-0.00011140655564401657
419,300,740,-0.11782420423037332,-0.11876275187199195,-0.11936540114135205,0.0009449985490960031,0.0008988153994074901,0.0010539663610032697,0.005093795751952823,,0.00250397481084787,,50,dead_layer_630,-0.008829747572792613,0.49157346167402066,91134340.0,87257786.0,1351004.0,-0.11428799098776875,0.0001941683102080783,-0.00011768916866325809
420,50,600,-0.1175232715296296,-0.11765934163908734,-0.11993321459776078,0.000678735068313064,0.0006065404690357654,0.00083733480236873,0.019146590276588143,,0.0030345418270982622,,75,dead_layer_630,-0.006981675636536832,0.15848993388701726,174136632.0,164707537.0,1501891.0,-0.11343910901463641,0.00013750478609546502,-9.30086483895573e-05
421,75,600,-0.1177499158438713,-0.11765934163908734,-0.11993321459776078,0.0006938501861097926,0.0006065404690357654,0.00083733480236873,0.019146590276588143,,0.0030345418270982622,,75,dead_layer_630,-0.006981675636536832,0.15848993388701726,167702888.0,164707537.0,1501891.0,-0.11779108050238003,0.00014964656855830685,-9.647805846805881e-05
422,100,600,-0.11748958429986098,-0.11747048354912461,-0.11935802782366298,0.0007237181195603636,0.0006419651139079599,0.0008002305027091887,0.01596111181784608,,0.0022635583635305582,,75,dead_layer_630,-0.0067044548012424625,0.14181708576213842,160204110.0,156948637.0,1501891.0,-0.1169325792074372,0.00015243886450005555,-9.140132093138675e-05
423,125,600,-0.11690238344601246,-0.11717479558596818,-0.11878141955960839,0.0006824774467953942,0.0006768220151173852,0.0007872192942323769,0.01362451450674311,,0.00191170248259893,,75,dead_layer_630,-0.006627461577333015,0.14031343881301467,151873297.0,148452977.0,1501891.0,-0.1161063576957172,0.00015594966076063458,-8.920086720004799e-05
424,150,600,-0.11637457270179753,-0.11682971233284005,-0.11829687547805046,0.0006774010541487675,0.0007218899718721816,0.0008209187233219711,0.012466758669222549,,0.0020007938726342854,,75,dead_layer_630,-0.006939479339623721,0.16049030270985898,142900254.0,139388762.0,1501891.0,-0.1153899629972219,0.0001601816365758035,-9.248417513856667e-05
425,175,600,-0.11605011926710332,-0.11616225180150011,-0.11753827046509913,0.0007380901148175228,0.0007022044849161961,0.0007986901474879956,0.011730814095760227,,0.0022254655618517455,,75,dead_layer_630,-0.006795149735720777,0.18971109282654794,133439894.0,129897284.0,1484356.0,-0.11441782245026208,0.00016517607662571684,-8.910243951737993e-05
426,190,600,-0.11561460902110535,-0.11629005827701364,-0.11764370751468314,0.0008025989478385173,0.000803075337840787,0.0009154942628655927,0.01152316330738964,,0.00255044855893066,,75,dead_layer_630,-0.00778192291118783,0.22133232784222487,123631641.0,120103432.0,1437667.0,-0.11428638260748829,0.00017099038000774878,-0.00010226201357396973
427,200,600,-0.11561460902110535,-0.11629005827701364,-0.11764370751468314,0.0008025989478385173,0.000803075337840787,0.0009154942628655927,0.01152316330738964,,0.00255044855893066,,75,dead_layer_630,-0.00778192291118783,0.22133232784222487,123631641.0,120103432.0,1437667.0,-0.11428638260748829,0.00017099038000774878,-0.00010226201357396973
428,225,600,-0.11564004514271645,-0.11602906879909863,-0.11709518130116772,0.0009339730675170797,0.0009225175615418664,0.001013524953570731,0.009103491125541577,,0.0025808082834483936,,75,dead_layer_630,-0.008655565005394664,0.2834965452108197,113601373.0,110134797.0,1369390.0,-0.11352199081504326,0.0001777452266573461,-0.00011262025563494574
429,250,600,-0.11634799573335453,-0.1168901582236063,-0.11793618348492482,0.0010149094356616596,0.0009577488875188238,0.0010846454536932277,0.008881898241402487,,0.00303853432045586,,75,dead_layer_630,-0.009196884464485595,0.3421041581282588,103476229.0,100109932.0,1284734.0,-0.11409947408322492,0.00018556178727064906,-0.0001211765074414488
430,275,600,-0.11615176905233261,-0.11687335072720674,-0.1175084104933643,0.0012117064341765332,0.0011506394006761899,0.0012767460120315392,0.005432196330870265,,0.0029731777119410335,,75,dead_layer_630,-0.010865145793999461,0.547325157422047,93366057.0,90142631.0,1187475.0,-0.11345147933686292,0.00019464773744843817,-0.00014216098374887864
431,300,600,-0.11737029859249325,-0.11815741573923452,-0.11868500867291838,0.0012724666311746684,0.0011627565654710483,0.0013818718871863758,0.0044976471176648115,,0.0035709117422103097,,75,dead_layer_630,-0.011643188155250919,0.7939510701462802,83370587.0,80319892.0,1081567.0,-0.11434208899870009,0.00020521560146780624,-0.00015511542440572914
432,50,625,-0.11760224143199048,-0.11778556215681697,-0.12001018340098323,0.0006520027067630223,0.0005912751761603389,0.0008007524215348621,0.018738286914896606,,0.002919807562822734,,75,dead_layer_630,-0.006672370617577955,0.15582041069621677,176833298.0,167201525.0,1539412.0,-0.11347345724544526,0.00013637157974467258,-8.890006161240266e-05
433,75,625,-0.11782397169881328,-0.11778556215681697,-0.12001018340098323,0.0006639595010934012,0.0005912751761603389,0.0008007524215348621,0.018738286914896606,,0.002919807562822734,,75,dead_layer_630,-0.006672370617577955,0.15582041069621677,170399554.0,167201525.0,1539412.0,-0.11775785328742164,0.000148218104959114,-9.216018320041321e-05
434,100,625,-0.11758228198441162,-0.11761698283752355,-0.1194678882312796,0.0006919891081544541,0.0006262587774870099,0.0007669611641225433,0.015653959766989377,,0.0021707082338737315,,75,dead_layer_630,-0.006419810172234502,0.13866831563290835,162900776.0,159442625.0,1539412.0,-0.11693175545585999,0.00015092699050512146,-8.752799829682188e-05
435,125,625,-0.11703402630633716,-0.11735220011893227,-0.11893123819969485,0.000656655695005774,0.0006625562276591477,0.0007580331667157885,0.01338985384787076,,0.0018221145084415925,,75,dead_layer_630,-0.006373709533259811,0.13608173241796387,154569963.0,150946965.0,1539412.0,-0.11614358379535876,0.0001543294552265789,-8.58577541220957e-05
436,150,625,-0.11655094897182036,-0.11704843925245295,-0.11849137596369301,0.0006578028438064117,0.0007102248217630145,0.0007939594724222687,0.012257747232893171,,0.001893406014391632,,75,dead_layer_630,-0.006700567581100132,0.1544660677380223,145596920.0,141882750.0,1539412.0,-0.11546866700897701,0.000158424896114366,-8.945312373461263e-05
437,175,625,-0.11627088532812986,-0.1164506490000854,-0.11780377633965936,0.0007189085749296133,0.0007094767079119944,0.0007867649464829632,0.011529014958170953,,0.0020910687051463347,,75,dead_layer_630,-0.006678605482174972,0.18137444636276864,136136560.0,132391272.0,1521877.0,-0.1145628462773777,0.00016324924849482194,-8.786850267277162e-05
438,190,625,-0.11589824078037501,-0.11661890618808299,-0.11794718477379866,0.0007873172426103593,0.0008036616799206508,0.0008941356169177123,0.01130030651341331,,0.0023803853058690394,,75,dead_layer_630,-0.007580813553392584,0.21064785305102604,126328307.0,122597420.0,1475188.0,-0.11446381965311225,0.00016885269640966614,-9.999717723091118e-05
439,200,625,-0.11589824078037501,-0.11661890618808299,-0.11794718477379866,0.0007873172426103593,0.0008036616799206508,0.0008941356169177123,0.01130030651341331,,0.0023803853058690394,,75,dead_layer_630,-0.007580813553392584,0.21064785305102604,126328307.0,122597420.0,1475188.0,-0.11446381965311225,0.00016885269640966614,-9.999717723091118e-05
440,225,625,-0.11597273697126673,-0.11643482780236213,-0.11748987446322873,0.0009084188568189305,0.0009233591577316306,0.000997784725602358,0.008996881007399865,,0.002384202617065922,,75,dead_layer_630,-0.00849251673951391,0.2650032400233963,116298039.0,112628785.0,1406911.0,-0.11378301753304695,0.000175344646593419,-0.00011111052211519836
441,250,625,-0.11669256829456635,-0.11731291480114564,-0.11834716495101254,0.0009724989883904572,0.0009484184325735936,0.0010530710555154527,0.008770777078201656,,0.0027831170500210037,,75,dead_layer_630,-0.008898151940955668,0.31731704331398297,106172895.0,102603920.0,1322255.0,-0.1143689549471218,0.00018283193160770396,-0.00011787788266320935
442,275,625,-0.11658451484122502,-0.11738682904333396,-0.11804095309460104,0.0011531842020237905,0.0011271926859401549,0.0012391425174309988,0.005572368538976583,,0.0026973360130958237,,75,dead_layer_630,-0.010497564488808543,0.4840555670769066,96062723.0,92636619.0,1224996.0,-0.11383098934454969,0.00019150014364413515,-0.00013838451954124422
443,300,625,-0.11778769219206152,-0.1186709486701698,-0.11923173039161511,0.0011861743120812247,0.001121687468712912,0.0013144777992940642,0.0047519085043632074,,0.0032061317819457066,,75,dead_layer_630,-0.011024563637352897,0.6747040223947564,86067253.0,82813880.0,1119088.0,-0.11472472826387949,0.00020153257776735087,-0.00014793807978594336
444,50,650,-0.11765531612563022,-0.11785836518601188,-0.12005547265589213,0.0006274931572221193,0.0005714063810155818,0.0007679090999865149,0.018509316945644092,,0.0028061908081829403,,75,dead_layer_630,-0.006396285675268858,0.1516096361861337,178893152.0,169086813.0,1567474.0,-0.11347442329482486,0.00013549688471681804,-8.518508277764801e-05
445,75,650,-0.1178722171526943,-0.11785836518601188,-0.12005547265589213,0.0006369950818184077,0.0005714063810155818,0.0007679090999865149,0.018509316945644092,,0.0028061908081829403,,75,dead_layer_630,-0.006396285675268858,0.1516096361861337,172459408.0,169086813.0,1567474.0,-0.11770768257880976,0.00014712342510926488,-8.826826409777595e-05
446,100,650,-0.1176439944328048,-0.1177026569536779,-0.11953732820326086,0.0006630460998393301,0.0006047015376383851,0.0007357069750023572,0.01551680708540164,,0.0020773649894660234,,75,dead_layer_630,-0.006154621205447754,0.13387837961976265,164960630.0,161327913.0,1567474.0,-0.11690491049063109,0.00014976926134056029,-8.386767919947165e-05
447,125,650,-0.11712466978959936,-0.11745785919027002,-0.11902946222716033,0.000631044728003548,0.0006399094996184802,0.0007283438655344535,0.013324685621670848,,0.0017348338560388707,,75,dead_layer_630,-0.006119021727112019,0.1301969821499872,156629817.0,152832253.0,1567474.0,-0.11614353661381928,0.00015309004729219125,-8.242345065260876e-05
448,150,650,-0.11667406013492784,-0.11718064201602375,-0.118620864951176,0.0006349796828314855,0.000686438568844148,0.0007638562622012913,0.012230881533816572,,0.0017943795789747675,,75,dead_layer_630,-0.0064394764151795075,0.14670893295904913,147656774.0,143768038.0,1567474.0,-0.11549682793349894,0.00015708281412884335,-8.601267720379036e-05
449,175,650,-0.11642483408273864,-0.11662937846402396,-0.11798345627263719,0.0006941764802442958,0.0006926472783292226,0.0007635020739874721,0.01153088110701203,,0.001972286810064132,,75,dead_layer_630,-0.006471263837390599,0.17104389437028944,138196414.0,134276560.0,1549939.0,-0.11463693005232498,0.00016177963561499323,-8.527354579933698e-05
450,190,650,-0.11609567651185491,-0.1168183715356378,-0.11814898152059859,0.0007618875681657356,0.0007786215685178557,0.0008615679381405765,0.011313692116885177,,0.0022334648019701002,,75,dead_layer_630,-0.00729221637844053,0.1974125492275642,128388161.0,124482708.0,1503250.0,-0.11455499520026671,0.00016722551563048738,-9.636257963836772e-05
451,200,650,-0.11609567651185491,-0.1168183715356378,-0.11814898152059859,0.0007618875681657356,0.0007786215685178557,0.0008615679381405765,0.011313692116885177,,0.0022334648019701002,,75,dead_layer_630,-0.00729221637844053,0.1974125492275642,128388161.0,124482708.0,1503250.0,-0.11455499520026671,0.00016722551563048738,-9.636257963836772e-05
452,225,650,-0.11620036895101653,-0.11667953173503837,-0.11775212635382501,0.0008725489841277577,0.0008917296454320218,0.0009630694281,0.00913690102333296,,0.0022274120280548282,,75,dead_layer_630,-0.008178785877769552,0.24378200249369808,118357893.0,114514073.0,1434973.0,-0.11392797938019343,0.0001735217983803878,-0.00010731457647369225
453,250,650,-0.11691874472581719,-0.11755171335276002,-0.11860810398601437,0.0009226936518417345,0.0009053518363379635,0.0010043110846190218,0.008950214076498049,,0.0025828656029971988,,75,dead_layer_630,-0.008467474404088314,0.2885814329044291,108232749.0,104489208.0,1350317.0,-0.11450570148486466,0.00018076517924523643,-0.00011245636198213384
454,275,650,-0.11686380261026236,-0.11766963160670696,-0.11837576996263664,0.0010863098175277037,0.0010657940702437638,0.0011769762304449892,0.005999963092402897,,0.002507707265381621,,75,dead_layer_630,-0.009942712354196153,0.41795378184190146,98122577.0,94521907.0,1253058.0,-0.1140318962420008,0.0001891257521941548,-0.00013156264571538378
455,300,650,-0.1180357774355352,-0.11892009896730037,-0.11955130781107037,0.001098461101438045,0.001043081674422067,0.0012276629698429783,0.005331497486747541,,0.002961751218664662,,75,dead_layer_630,-0.010268921288448652,0.5555195751337523,88127107.0,84699168.0,1147150.0,-0.11490104066288664,0.00019876662107974895,-0.000138218877865345
456,50,675,-0.11766520289027883,-0.11781970115406024,-0.11999768069402945,0.0006044477231825506,0.0005517833370465221,0.000742169160166161,0.01834573456022564,,0.002706270473143012,,75,dead_layer_630,-0.0061848625396231345,0.1475149694474663,180373104.0,170420066.0,1587346.0,-0.11337617532890837,0.0001348492368858416,-8.220254687641951e-05
457,75,675,-0.11787633149668666,-0.11781970115406024,-0.11999768069402945,0.0006124234649945785,0.0005517833370465221,0.000742169160166161,0.01834573456022564,,0.002706270473143012,,75,dead_layer_630,-0.0061848625396231345,0.1475149694474663,173939360.0,170420066.0,1587346.0,-0.11756978215697371,0.00014631934203362948,-8.514974940452599e-05
